"year","ISO","ISO_No","Country_N","Adm_N","GID_1","HASC","PWC_Lat","PWC_Lon","Pop","Density","Area","PWD_A","PWD_G","PWD_M","PWD_D1","PWD_D2","PWD_D3","PWD_D4","PWD_D5","PWD_D6","PWD_D7","PWD_D8","PWD_D9","PWD_D10"
"2020","PAK","586","Pakistan","Punjab","PAK.7_1","PK.PB","31.1932621002197","72.8275604248047","121464740","593.6","204629.4","3824.8","1466.5","1094.7","322.4","458.1","601.4","794.6","1094.7","1638.9","2925.1","6141.4","13231.3","33851.1"
"2020","PAK","586","Pakistan","Sind","PAK.8_1","PK.SD","25.9288463592529","68.125846862793","48440978","349.4","138622.3","12630.2","2094.9","1200.9","178.4","308.0","436.5","646.7","1200.9","3562.4","11300.4","29235.0","44145.8","84719.9"
"2020","PAN","591","Panama","Bocas del Toro","PAN.1_1","PA.BC","9.3383617401123","-82.4674453735352","185314","39.2","4732.6","1708.6","254.3","137.7","20.5","39.6","48.6","61.4","137.7","395.9","1989.3","4221.1","5984.3","10588.1"
"2020","PAN","591","Panama","Chiriquí","PAN.2_1","PA.CH","8.48206424713135","-82.51513671875","495255","74.1","6682.2","1393.9","368.5","406.4","25.1","50.4","95.4","186.1","406.4","911.5","1745.0","2922.5","4373.4","8310.6"
"2020","PAN","591","Panama","Coclé","PAN.3_1","PA.CC","8.47803211212158","-80.3830947875977","283532","57.5","4932.6","679.5","178.2","138.3","20.9","31.3","48.6","75.0","138.3","259.0","598.5","1333.9","2227.4","5924.8"
"2020","PAN","591","Panama","Colón","PAN.4_1","PA.CL","9.3059720993042","-79.8536071777344","301226","63.8","4717.9","2676.2","766.8","1501.6","23.5","97.8","352.8","784.2","1501.6","2359.7","3446.1","4696.5","6965.8","18746.6"
"2020","PAN","591","Panama","Darién","PAN.5_1","PA.DR","8.36462020874023","-78.0384063720703","61060","5.0","12101.0","73.2","12.2","9.0","2.3","4.1","5.9","7.5","9.0","10.8","15.5","32.8","137.0","2391.8"
"2020","PAN","591","Panama","Emberá","PAN.6_1","PA.EM","8.26610660552979","-77.7433776855469","12748","3.0","4228.0","8.7","4.5","3.7","1.6","2.1","2.5","3.0","3.7","4.7","6.3","11.1","18.3","215.4"
"2020","PAN","591","Panama","Herrera","PAN.7_1","PA.HE","7.93218612670898","-80.5719451904297","124008","53.1","2336.1","1456.6","306.4","462.8","17.0","26.2","45.4","114.2","462.8","1173.3","2001.4","2640.7","4813.1","8765.6"
"2020","PAN","591","Panama","Kuna Yala","PAN.8_1","PA.SB","9.19713592529297","-78.3265762329102","35506","13.9","2554.8","21.1","16.5","15.2","8.8","10.4","11.6","12.9","15.2","17.5","20.2","25.2","35.0","205.0"
"2020","PAN","591","Panama","Los Santos","PAN.9_1","PA.LS","7.73307323455811","-80.350959777832","101035","26.4","3825.0","588.2","127.6","125.0","8.0","16.1","32.5","59.6","125.0","262.8","552.4","1105.4","2008.7","5283.0"
"2020","PAN","591","Panama","Ngöbe Buglé","PAN.10_1","PA.NB","8.55837345123291","-81.7895736694336","234574","35.3","6646.3","84.9","55.4","51.8","15.8","23.2","32.4","40.9","51.8","68.9","105.0","149.5","201.9","615.4"
"2020","PAN","591","Panama","Panamá","PAN.12_1","PA.PN","9.05834579467773","-79.4492950439453","1618319","183.1","8838.4","8838.7","4158.4","5632.4","792.2","2074.5","3361.6","4494.5","5632.4","6932.3","8733.5","11854.2","17033.0","121866.4"
"2020","PAN","591","Panama","Panamá Oeste","PAN.11_1","PA.PO","8.87136650085449","-79.7615814208984","603180","196.7","3067.2","2708.1","1184.7","2010.8","68.0","319.1","746.2","1306.5","2010.8","2731.7","3527.0","4549.6","6402.3","14522.1"
"2020","PAN","591","Panama","Veraguas","PAN.13_1","PA.VR","8.14364910125732","-81.075553894043","259005","23.5","11006.0","725.4","102.7","55.9","9.8","15.3","21.3","31.1","55.9","135.9","383.1","1209.7","2671.8","17999.3"
"2020","PNG","598","Papua New Guinea","Bougainville","PNG.1_1","PG.NS","-6.03069496154785","155.183013916016","287813","30.3","9501.6","49.1","39.2","43.0","15.0","20.6","27.5","34.4","43.0","51.7","59.6","71.5","91.3","219.0"
"2020","PNG","598","Papua New Guinea","Central","PNG.2_1","PG.CE","-9.3301420211792","147.472946166992","282908","9.6","29532.9","23.8","15.5","18.8","3.5","5.4","8.5","13.0","18.8","24.5","29.9","36.7","49.7","1541.8"
"2020","PNG","598","Papua New Guinea","Chimbu","PNG.3_1","PG.CH","-6.0788722038269","144.94221496582","571906","92.9","6155.6","247.0","183.2","246.1","47.4","111.6","155.5","201.5","246.1","283.2","324.3","368.8","421.9","886.1"
"2020","PNG","598","Papua New Guinea","East New Britain","PNG.4_1","PG.EN","-4.56864976882935","151.982391357422","311105","20.1","15464.4","158.7","66.7","102.9","5.9","11.3","23.2","58.4","102.9","155.1","206.2","310.6","413.3","690.9"
"2020","PNG","598","Papua New Guinea","East Sepik","PNG.5_1","PG.ES","-3.94750642776489","143.234085083008","509845","11.9","42859.2","49.3","24.4","25.2","4.3","6.1","10.2","17.8","25.2","35.7","58.1","92.0","137.9","324.7"
"2020","PNG","598","Papua New Guinea","Eastern Highlands","PNG.6_1","PG.EH","-6.27764415740967","145.565887451172","720540","64.5","11168.3","159.3","102.7","102.2","29.9","46.4","63.5","81.1","102.2","131.9","171.0","212.1","396.1","846.7"
"2020","PNG","598","Papua New Guinea","Enga","PNG.7_1","PG.EG","-5.5137038230896","143.473083496094","636578","54.1","11777.0","88.6","71.2","76.4","28.0","41.9","53.0","62.6","76.4","89.5","105.0","130.5","164.2","339.4"
"2020","PNG","598","Papua New Guinea","Gulf","PNG.8_1","PG.GU","-7.74243927001953","145.599807739258","130490","3.8","34517.2","18.7","8.5","8.7","1.2","1.9","4.3","6.7","8.7","12.6","20.0","32.3","50.7","126.3"
"2020","PNG","598","Papua New Guinea","Hela","PNG.9_1","PG.HE","-5.8045392036438","142.859817504883","579762","59.0","9820.7","102.5","82.0","92.3","28.2","46.9","60.8","75.0","92.3","112.5","137.3","164.8","188.3","310.2"
"2020","PNG","598","Papua New Guinea","Jiwaka","PNG.10_1","PG.JI","-5.83055973052979","144.573059082031","547284","112.4","4870.4","209.1","161.8","200.5","44.1","80.8","116.1","151.9","200.5","252.0","284.8","327.3","378.8","711.8"
"2020","PNG","598","Papua New Guinea","Madang","PNG.11_1","PG.MD","-5.07725191116333","145.418441772461","597823","20.7","28876.0","68.4","34.4","27.2","9.6","13.1","16.3","20.2","27.2","39.3","61.2","96.9","187.6","571.8"
"2020","PNG","598","Papua New Guinea","Manus","PNG.12_1","PG.MN","-2.08942341804504","147.01936340332","54874","23.7","2318.2","32.0","27.3","25.2","14.5","17.0","19.5","22.1","25.2","29.1","35.1","45.9","62.5","109.2"
"2020","PNG","598","Papua New Guinea","Milne Bay","PNG.13_1","PG.MB","-9.88124465942383","150.894149780273","319759","21.8","14666.2","39.5","29.9","29.9","9.9","15.3","20.3","24.6","29.9","36.9","48.6","67.3","84.4","182.4"
"2020","PNG","598","Papua New Guinea","Morobe","PNG.14_1","PG.MR","-6.7188835144043","146.81510925293","732183","21.5","34061.6","183.9","44.6","30.2","9.7","14.0","18.5","23.8","30.2","38.4","51.9","92.4","934.7","1213.9"
"2020","PNG","598","Papua New Guinea","National Capital District","PNG.15_1","PG.NC","-9.43696689605713","147.194961547852","369170","1374.3","268.6","1433.3","1407.7","1516.9","1074.4","1240.3","1362.0","1448.6","1516.9","1570.4","1604.4","1632.9","1659.8","1745.8"
"2020","PNG","598","Papua New Guinea","New Ireland","PNG.16_1","PG.NI","-3.31235766410828","151.786987304688","200825","20.4","9865.5","31.4","24.8","22.9","11.4","14.2","16.7","19.4","22.9","27.2","32.9","43.3","68.2","146.4"
"2020","PNG","598","Papua New Guinea","Oro","PNG.17_1","PG.NO","-8.93340969085693","148.225891113281","214233","9.4","22772.1","13.7","11.2","10.8","5.1","6.4","7.8","9.2","10.8","12.6","14.8","17.9","25.2","75.5"
"2020","PNG","598","Papua New Guinea","Sandaun","PNG.18_1","PG.SA","-3.5747447013855","141.985717773438","260048","7.3","35733.1","21.1","12.5","13.5","2.6","4.6","7.6","11.0","13.5","17.3","22.0","28.9","48.8","160.5"
"2020","PNG","598","Papua New Guinea","Southern Highlands","PNG.19_1","PG.SL","-6.27643537521362","143.641937255859","675858","42.5","15907.9","115.3","73.4","83.6","17.9","33.1","45.2","58.6","83.6","112.4","137.4","164.0","219.8","842.6"
"2020","PNG","598","Papua New Guinea","West New Britain","PNG.20_1","PG.WN","-5.59985637664795","150.207763671875","293626","14.3","20502.6","46.3","25.9","26.0","5.4","7.8","12.4","18.0","26.0","40.8","57.4","78.9","116.1","271.1"
"2020","PNG","598","Papua New Guinea","Western","PNG.22_1","PG.WE","-7.10800886154175","141.882873535156","200445","2.1","97067.7","5.7","3.0","2.4","1.0","1.3","1.5","1.9","2.4","3.2","4.5","7.2","13.2","67.8"
"2020","PNG","598","Papua New Guinea","Western Highlands","PNG.21_1","PG.WL","-5.75857400894165","144.222518920898","449941","105.1","4279.4","255.5","169.4","179.6","44.1","64.2","93.0","126.1","179.6","234.5","359.9","467.5","596.9","824.3"
"2020","PRY","600","Paraguay","Alto Paraguay","PRY.1_1","PY.AG","-21.2278804779053","-58.8799705505371","17751","0.2","77780.3","3.2","0.5","0.4","0.1","0.2","0.3","0.3","0.4","0.6","0.8","1.1","2.9","244.1"
"2020","PRY","600","Paraguay","Alto Paraná","PRY.2_1","PY.AA","-25.4861316680908","-54.7950668334961","847631","62.7","13513.9","2244.1","723.9","1458.6","21.7","101.4","345.6","812.5","1458.6","2687.7","3753.3","4521.2","5570.1","7180.0"
"2020","PRY","600","Paraguay","Amambay","PRY.3_1","PY.AM","-22.676212310791","-55.8575630187988","170061","13.5","12566.6","815.8","134.2","252.5","4.0","7.2","14.2","53.7","252.5","771.2","1218.7","1848.0","2399.2","3238.9"
"2020","PRY","600","Paraguay","Asunción","PRY.4_1","PY.AS","-25.2878093719482","-57.5978698730469","505862","4258.6","118.8","5232.3","4874.4","5394.5","3040.4","3821.4","4395.1","4876.6","5394.5","6018.3","6495.4","6865.8","7141.7","7561.5"
"2020","PRY","600","Paraguay","Boquerón","PRY.5_1","PY.BQ","-22.2282466888428","-60.4814605712891","66208","0.7","88840.7","89.9","5.2","2.5","0.3","0.4","0.6","1.0","2.5","6.6","31.8","104.5","332.7","963.1"
"2020","PRY","600","Paraguay","Caaguazú","PRY.6_1","PY.CG","-25.3364505767822","-56.0485877990723","543224","42.7","12723.9","667.5","162.3","124.7","15.8","27.6","42.5","67.4","124.7","266.5","674.5","1293.7","2356.8","3947.2"
"2020","PRY","600","Paraguay","Caazapá","PRY.7_1","PY.CZ","-26.2217845916748","-56.0315628051758","182247","19.1","9559.7","279.4","50.2","30.0","8.2","11.2","15.3","20.8","30.0","47.0","90.1","255.2","1018.4","3697.2"
"2020","PRY","600","Paraguay","Canindeyú","PRY.8_1","PY.CY","-24.2791996002197","-55.2224998474121","245431","16.4","14938.4","321.0","54.4","33.9","6.5","9.0","12.0","19.3","33.9","65.7","160.1","429.3","1133.8","3185.9"
"2020","PRY","600","Paraguay","Central","PRY.9_1","PY.CE","-25.3401260375977","-57.4948997497559","2214464","951.4","2327.7","3942.2","2910.8","3464.7","987.6","1608.3","2226.4","2861.6","3464.7","4115.0","4925.5","6040.4","8222.4","10542.7"
"2020","PRY","600","Paraguay","Concepción","PRY.10_1","PY.CN","-23.197904586792","-57.1216163635254","242655","13.0","18718.4","819.1","126.4","103.1","6.0","11.7","27.0","52.0","103.1","297.6","989.3","1780.9","2985.6","4312.2"
"2020","PRY","600","Paraguay","Cordillera","PRY.11_1","PY.CR","-25.293643951416","-57.0700798034668","291427","60.9","4786.7","588.2","215.6","212.7","27.4","51.6","83.6","133.3","212.7","351.9","672.1","1139.9","1822.6","3373.8"
"2020","PRY","600","Paraguay","Guairá","PRY.12_1","PY.GU","-25.7914409637451","-56.3298835754395","214802","56.1","3830.5","735.0","176.6","129.6","20.8","32.4","49.3","78.4","129.6","227.5","510.5","1247.2","3037.8","4213.5"
"2020","PRY","600","Paraguay","Itapúa","PRY.13_1","PY.IT","-26.9829387664795","-55.6898765563965","595871","39.9","14951.2","748.5","190.6","216.1","13.2","24.2","45.1","100.1","216.1","471.7","840.6","1439.8","2506.0","4300.2"
"2020","PRY","600","Paraguay","Misiones","PRY.14_1","PY.MI","-26.9102230072021","-56.9925880432129","118948","13.6","8736.6","383.3","74.9","77.6","4.4","7.4","14.2","32.0","77.6","190.2","401.2","726.9","1293.6","2570.3"
"2020","PRY","600","Paraguay","Ñeembucú","PRY.15_1","PY.NE","-26.8312187194824","-58.1210174560547","86222","7.8","11107.2","628.3","77.3","72.0","3.1","4.8","7.8","18.8","72.0","303.6","912.2","1575.9","2102.9","2844.6"
"2020","PRY","600","Paraguay","Paraguarí","PRY.16_1","PY.PG","-25.8209419250488","-57.1169395446777","245011","28.2","8675.8","367.4","103.5","95.4","12.0","19.9","33.0","54.5","95.4","160.4","285.3","604.9","1262.5","3262.2"
"2020","PRY","600","Paraguay","Presidente Hayes","PRY.17_1","PY.PH","-24.1870079040527","-58.2846145629883","126053","1.7","73266.0","194.3","13.6","5.3","0.6","0.9","1.5","2.2","5.3","31.6","126.2","363.4","720.6","2094.4"
"2020","PRY","600","Paraguay","San Pedro","PRY.18_1","PY.SP","-24.2929153442383","-56.5027503967285","418653","20.1","20819.2","297.5","69.6","54.5","7.3","13.8","23.0","35.3","54.5","91.9","176.2","418.4","1072.5","2932.1"
"2020","PER","604","Peru","Amazonas","PER.1_1","PE.AM","-5.7229323387146","-78.114860534668","402719","10.2","39524.6","496.1","42.6","30.3","3.9","6.2","10.0","17.4","30.3","53.3","91.9","210.2","1623.9","7758.3"
"2020","PER","604","Peru","Ancash","PER.2_1","PE.AN","-9.23826885223389","-77.9494781494141","1104525","30.6","36039.8","2595.6","363.5","394.5","11.1","24.8","54.2","126.1","394.5","1556.5","3612.7","5763.5","8537.3","13894.9"
"2020","PER","604","Peru","Apurímac","PER.3_1","PE.AP","-13.7696228027344","-73.0926361083984","402055","19.0","21155.8","988.0","103.1","65.9","7.1","12.3","20.3","36.6","65.9","120.7","302.2","1685.2","3831.3","9316.5"
"2020","PER","604","Peru","Arequipa","PER.4_1","PE.AR","-16.3408527374268","-71.8372650146484","1461978","23.1","63372.6","3989.5","1240.2","3469.9","29.2","206.6","881.8","2171.8","3469.9","4648.9","5783.0","7023.7","9303.4","13954.1"
"2020","PER","604","Peru","Ayacucho","PER.5_1","PE.AY","-13.4192409515381","-74.1059265136719","740693","17.0","43603.6","2386.9","180.9","87.4","6.6","12.6","22.1","43.6","87.4","263.2","2373.8","5960.4","9265.1","14230.3"
"2020","PER","604","Peru","Cajamarca","PER.6_1","PE.CJ","-6.5854663848877","-78.6341323852539","1447170","43.8","33015.7","1789.5","205.0","105.3","16.4","27.8","42.6","66.0","105.3","199.9","755.4","2943.6","7424.5","15816.6"
"2020","PER","604","Peru","Callao","PER.7_1","PE.CL","-12.0113573074341","-77.1511383056641","1297915","7841.8","165.5","18202.7","11958.6","10652.8","3880.0","5627.7","6831.4","8329.5","10652.8","13606.1","20206.5","32751.7","50027.7","72109.6"
"2020","PER","604","Peru","Cusco","PER.8_1","PE.CS","-13.5889234542847","-71.9632568359375","1293992","17.9","72296.2","3403.1","322.6","328.6","7.6","15.1","37.1","98.0","328.6","1274.5","4069.4","8618.6","12095.4","16861.5"
"2020","PER","604","Peru","Huancavelica","PER.9_1","PE.HV","-12.7336587905884","-74.7899017333984","542696","24.5","22108.3","452.7","96.0","89.1","11.5","22.2","35.2","56.9","89.1","134.3","212.5","361.4","1276.4","5936.3"
"2020","PER","604","Peru","Huánuco","PER.10_1","PE.HC","-9.65698909759521","-76.2843399047852","843844","22.7","37138.8","1762.7","130.9","75.1","9.9","17.2","27.2","44.7","75.1","131.7","282.5","1600.2","7759.9","17700.4"
"2020","PER","604","Peru","Ica","PER.11_1","PE.IC","-13.8952684402466","-75.850212097168","835176","39.3","21275.7","3726.2","1242.8","2556.2","57.1","226.5","681.5","1505.0","2556.2","3716.1","5275.1","7505.3","9024.9","16664.9"
"2020","PER","604","Peru","Junín","PER.12_1","PE.JU","-11.6236009597778","-75.0395202636719","1487153","33.4","44494.8","3384.8","399.4","395.7","10.8","24.5","57.1","137.1","395.7","1386.7","3754.1","7596.2","11916.1","27728.4"
"2020","PER","604","Peru","La Libertad","PER.13_1","PE.LL","-7.97907876968384","-78.8255310058594","1948695","76.7","25414.8","5826.6","1214.5","2704.3","31.1","78.3","236.8","1040.0","2704.3","6279.0","9415.8","12253.6","15625.3","25312.2"
"2020","PER","604","Peru","Lambayeque","PER.14_1","PE.LB","-6.67963552474976","-79.8075790405273","1235591","86.6","14264.3","6184.2","1550.4","3297.2","50.6","156.5","479.2","1357.3","3297.2","6454.7","10035.1","12599.0","16380.9","27238.9"
"2020","PER","604","Peru","Lima","PER.16_1","PE.LR","-11.6933479309082","-77.0468902587891","975819","30.1","32443.7","1782.2","400.7","562.9","12.9","56.7","143.9","299.7","562.9","1031.0","2002.1","3447.7","5385.2","15239.3"
"2020","PER","604","Peru","Lima Province","PER.15_1","PE.LP","-12.0417652130127","-76.994140625","9691868","3560.6","2722.0","14133.7","11130.7","14307.2","3807.5","7312.5","9913.5","12000.2","14307.2","16633.5","18759.6","20851.9","23253.0","34231.9"
"2020","PER","604","Peru","Loreto","PER.17_1","PE.LO","-4.35541248321533","-74.1140289306641","1079560","2.9","372875.3","398.9","33.9","24.9","1.2","2.4","4.4","8.8","24.9","91.8","255.3","716.7","1250.3","6612.0"
"2020","PER","604","Peru","Madre de Dios","PER.18_1","PE.MD","-12.5220928192139","-69.70556640625","169162","2.0","84472.8","1482.0","51.6","29.6","0.8","1.6","3.7","8.7","29.6","91.0","1363.5","4325.9","5667.2","7502.2"
"2020","PER","604","Peru","Moquegua","PER.19_1","PE.MQ","-17.2217102050781","-71.0360641479492","189668","12.0","15756.3","1588.0","292.3","934.3","3.6","16.7","69.9","285.7","934.3","1728.4","2256.8","2929.4","4464.8","7803.6"
"2020","PER","604","Peru","Pasco","PER.20_1","PE.PA","-10.5625658035278","-75.906623840332","340306","14.2","23971.3","957.4","94.9","82.9","4.4","9.9","22.0","46.5","82.9","137.6","285.2","759.0","4308.2","10233.0"
"2020","PER","604","Peru","Piura","PER.21_1","PE.PI","-5.05860042572021","-80.5237808227539","1878932","52.5","35821.7","3295.8","568.3","758.7","21.7","49.8","100.4","238.8","758.7","2244.7","4271.0","6401.0","10398.6","27014.9"
"2020","PER","604","Peru","Puno","PER.22_1","PE.PU","-15.4112615585327","-69.8956909179688","1477224","21.8","67655.8","2499.4","232.4","117.8","7.6","17.4","36.8","63.5","117.8","513.7","2420.6","5824.5","9997.0","22468.7"
"2020","PER","604","Peru","San Martín","PER.23_1","PE.SM","-6.57505035400391","-76.7180557250977","952852","18.9","50473.1","1956.1","208.6","134.7","10.2","21.5","40.6","72.5","134.7","337.4","1302.0","3564.7","8164.9","13294.1"
"2020","PER","604","Peru","Tacna","PER.24_1","PE.TA","-17.9790725708008","-70.2776565551758","357351","22.3","16048.9","5123.2","1250.3","3771.2","18.4","101.7","838.0","2431.9","3771.2","5393.1","6395.5","9356.9","12321.9","24853.2"
"2020","PER","604","Peru","Tumbes","PER.25_1","PE.TU","-3.5885317325592","-80.4272079467773","238108","51.1","4658.9","2869.2","746.9","1325.3","31.8","116.6","226.6","465.2","1325.3","2654.8","4117.8","6000.7","8701.1","12009.5"
"2020","PER","604","Peru","Ucayali","PER.26_1","PE.UC","-8.71079254150391","-74.5100708007812","576779","5.5","104919.9","3837.2","399.6","2432.5","2.0","6.5","46.7","473.9","2432.5","4338.1","5670.3","6867.7","8257.1","25045.8"
"2020","PHL","608","Philippines","Abra","PHL.1_1","PH.AB","17.558910369873","120.703903198242","253252","63.6","3981.7","787.9","241.6","260.2","28.7","64.7","112.0","175.2","260.2","373.3","541.9","856.5","1780.5","14267.7"
"2020","PHL","608","Philippines","Agusan del Norte","PHL.2_1","PH.AN","9.0093936920166","125.526191711426","761096","259.4","2933.8","4898.5","1238.2","1209.0","119.0","248.9","442.4","725.2","1209.0","2176.6","3736.0","6253.1","13744.6","110472.8"
"2020","PHL","608","Philippines","Agusan del Sur","PHL.3_1","PH.AS","8.42533493041992","125.860427856445","852835","99.1","8605.4","1458.5","426.1","418.2","47.0","106.0","178.5","280.8","418.2","667.1","1091.3","1885.4","3974.7","23119.5"
"2020","PHL","608","Philippines","Aklan","PHL.4_1","PH.AK","11.6935710906982","122.26732635498","650837","386.3","1684.7","2512.8","1117.6","1118.0","204.5","368.3","566.3","816.3","1118.0","1571.9","2264.8","3454.4","6588.8","25341.7"
"2020","PHL","608","Philippines","Albay","PHL.5_1","PH.AL","13.2295722961426","123.655265808105","1398688","550.9","2538.9","3749.3","1529.9","1698.1","215.4","411.7","697.8","1131.1","1698.1","2421.1","3715.4","5601.7","9014.8","104415.3"
"2020","PHL","608","Philippines","Antique","PHL.6_1","PH.AQ","11.0907907485962","121.98690032959","664751","240.4","2764.8","3449.0","865.3","883.2","113.2","223.8","375.3","599.7","883.2","1276.6","1898.4","2962.4","6145.3","62821.1"
"2020","PHL","608","Philippines","Apayao","PHL.7_1","PH.AP","18.1065540313721","121.282180786133","149829","38.2","3917.8","295.8","104.8","103.0","15.7","27.9","42.9","65.4","103.0","153.4","244.2","400.2","780.0","4335.1"
"2020","PHL","608","Philippines","Aurora","PHL.8_1","PH.AU","15.8560667037964","121.642318725586","252611","82.2","3071.6","1359.1","403.8","469.8","35.6","88.9","170.1","298.0","469.8","721.8","1104.1","1836.9","3746.4","17940.7"
"2020","PHL","608","Philippines","Basilan","PHL.9_1","PH.BS","6.64337158203125","122.017379760742","251945","179.2","1405.8","3582.9","836.5","935.2","67.0","136.2","268.4","506.3","935.2","1536.1","2740.8","4746.4","8815.9","56989.9"
"2020","PHL","608","Philippines","Bataan","PHL.10_1","PH.BA","14.6693658828735","120.508491516113","785899","591.5","1328.6","11288.5","3056.4","3206.4","322.0","800.3","1414.4","2205.5","3206.4","4644.9","7425.5","12086.9","24974.1","273131.7"
"2020","PHL","608","Philippines","Batanes","PHL.11_1","PH.BN","20.4635887145996","121.933769226074","18972","87.1","217.8","1167.4","378.2","418.9","32.8","78.1","140.1","247.0","418.9","720.1","1217.7","2186.5","3726.5","8235.8"
"2020","PHL","608","Philippines","Batangas","PHL.12_1","PH.BT","13.9117116928101","121.040512084961","2880652","952.3","3025.0","5869.3","2185.0","2095.1","426.3","724.7","1064.5","1487.4","2095.1","2985.3","4347.1","6673.6","11543.7","394109.1"
"2020","PHL","608","Philippines","Benguet","PHL.13_1","PH.BG","16.4847507476807","120.638175964355","912928","345.4","2642.7","9433.1","2379.5","3415.7","137.0","311.8","656.6","1558.4","3415.7","6425.3","10276.8","15916.0","25860.8","164230.7"
"2020","PHL","608","Philippines","Biliran","PHL.14_1","PH.BI","11.5863456726074","124.461013793945","208830","383.0","545.3","2377.9","1106.6","1304.8","142.1","307.5","547.0","867.3","1304.8","1919.5","2833.0","4072.9","6151.6","25162.4"
"2020","PHL","608","Philippines","Bohol","PHL.15_1","PH.BO","9.84105396270752","124.14412689209","1352745","336.0","4026.5","1937.3","737.9","650.7","134.0","215.6","313.6","448.6","650.7","971.8","1557.4","2597.6","5105.2","67132.8"
"2020","PHL","608","Philippines","Bukidnon","PHL.16_1","PH.BK","7.96132946014404","124.986419677734","1764260","193.3","9125.8","2718.3","483.2","398.7","87.7","142.2","206.7","286.8","398.7","562.1","860.0","1502.9","3282.7","93424.4"
"2020","PHL","608","Philippines","Bulacan","PHL.17_1","PH.BU","14.8595027923584","120.95817565918","3306473","1320.8","2503.5","8768.3","4676.4","4846.9","990.7","1792.0","2650.9","3631.3","4846.9","6625.5","9431.5","13645.0","23100.8","78745.5"
"2020","PHL","608","Philippines","Cagayan","PHL.18_1","PH.CG","18.0041599273682","121.67546081543","1322725","150.1","8811.3","1890.0","577.8","564.6","88.2","166.1","261.9","385.0","564.6","833.4","1235.0","1985.8","4091.9","36978.2"
"2020","PHL","608","Philippines","Camarines Norte","PHL.19_1","PH.CN","14.1709499359131","122.796737670898","656304","306.8","2139.4","3268.0","983.2","914.1","120.1","237.0","391.4","596.3","914.1","1456.7","2430.1","4428.5","8826.4","73272.2"
"2020","PHL","608","Philippines","Camarines Sur","PHL.20_1","PH.CS","13.6174125671387","123.267807006836","2321158","438.4","5294.3","3916.7","1304.2","1244.6","191.9","361.3","578.9","853.3","1244.6","1840.0","2868.8","4709.3","9432.4","82237.6"
"2020","PHL","608","Philippines","Camiguin","PHL.21_1","PH.CM","9.18264293670654","124.721969604492","92368","371.0","249.0","2062.5","880.9","948.3","135.4","238.2","392.1","626.6","948.3","1392.5","1964.8","3037.1","4840.3","24658.7"
"2020","PHL","608","Philippines","Capiz","PHL.22_1","PH.CP","11.4445104598999","122.731224060059","782226","295.3","2648.9","2188.7","799.6","723.1","137.6","231.6","341.0","497.3","723.1","1067.5","1694.2","2930.5","6021.8","30439.1"
"2020","PHL","608","Philippines","Catanduanes","PHL.23_1","PH.CT","13.7389459609985","124.226181030273","296971","198.3","1497.8","2633.4","688.2","707.4","84.7","175.2","294.5","462.2","707.4","1078.6","1651.4","2507.8","4757.4","77087.0"
"2020","PHL","608","Philippines","Cavite","PHL.24_1","PH.CV","14.3458986282349","120.929679870605","4120755","3293.8","1251.0","32372.2","12863.9","14890.2","1636.0","3607.1","6349.1","10072.4","14890.2","21775.1","30587.7","46583.9","82268.1","377269.0"
"2020","PHL","608","Philippines","Cebu","PHL.25_1","PH.CB","10.3633413314819","123.841339111328","5484212","1106.0","4958.4","14561.0","4731.8","6486.1","383.3","853.4","1816.5","3604.6","6486.1","9734.1","13931.9","21841.5","37727.7","242146.4"
"2020","PHL","608","Philippines","Compostela Valley","PHL.26_1","PH.CL","7.54445457458496","125.998062133789","891504","209.1","4264.5","2669.1","625.7","538.4","90.2","164.3","251.4","369.1","538.4","808.2","1236.1","2322.0","5515.4","52605.9"
"2020","PHL","608","Philippines","Davao del Norte","PHL.27_1","PH.DV","7.43957424163818","125.709289550781","1366575","390.7","3497.7","6641.7","1507.7","1387.8","161.5","321.7","535.7","847.7","1387.8","2642.2","4615.4","7295.0","11844.3","240724.7"
"2020","PHL","608","Philippines","Davao del Sur","PHL.28_1","PH.DS","6.8848614692688","125.495964050293","2806568","461.0","6087.4","35999.4","3052.5","3578.7","196.6","462.4","946.7","1909.5","3578.7","6143.0","9335.2","14511.1","33044.8","2149352.3"
"2020","PHL","608","Philippines","Davao Oriental","PHL.29_1","PH.DO","7.14125537872314","126.271781921387","641649","124.0","5174.4","2029.8","514.7","496.1","56.5","111.9","187.1","306.0","496.1","804.2","1382.5","2477.9","5278.0","76799.4"
"2020","PHL","608","Philippines","Dinagat Islands","PHL.30_1","PH.DI","10.0715370178223","125.586006164551","150448","179.9","836.3","2722.8","841.9","912.4","71.1","177.5","357.0","602.3","912.4","1498.6","2400.5","4197.2","8711.2","27669.5"
"2020","PHL","608","Philippines","Eastern Samar","PHL.31_1","PH.ES","11.6088314056396","125.476234436035","528232","121.9","4333.3","2018.3","535.0","577.6","58.3","122.5","225.3","372.8","577.6","884.3","1384.5","2294.0","4452.1","86693.3"
"2020","PHL","608","Philippines","Guimaras","PHL.32_1","PH.GU","10.5861625671387","122.607192993164","208027","335.4","620.3","896.9","518.7","454.4","159.1","218.2","275.8","350.0","454.4","608.4","836.9","1262.1","2172.1","10932.4"
